textBox7,textBox12,textBox1,textBox13,textBox15,textBox17,textBox5,textBox8,textBox9,textBox10,textBox11,textBox14,textBox16,textBox3,hAB_IDCaptionTextBox,lOCATIONCaptionTextBox,pHCaptionTextBox,tEMPCaptionTextBox,lATITUDECaptionTextBox,cITYCaptionTextBox,textBox4,textBox19,textBox2,textBox20,lOCATIONDataTextBox,cOUNTYDataTextBox,lATITUDEDataTextBox,tEMPDataTextBox,pHDataTextBox,hAB_IDDataTextBox,textBox18,textBox6,textBox21
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - North Clearwater Beach to Treasure Island,Clearwater Beach,Fish Kill,Pinellas,,61121,Species Unidentified,06/11/2021,33277
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Clearwater Pass,Belleair Beach,Fish Kill,Pinellas,,61121,Tarpon,06/11/2021,33278
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Indian Rocks Beach,Indian Rocks Beach,Fish Kill,Pinellas,,61121,Species Unidentified,06/11/2021,33279
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Belleair Beach,Belleair Beach,Fish Kill,Pinellas,,61121,Species Unidentified,06/11/2021,33280
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Clearwater Pass,Clearwater,Fish Kill,Pinellas,,61121,Species Unidentified,06/11/2021,33281
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Beer Can Island - Tampa Bay,Tampa,Fish Kill,Hillsborough,,61121,"Catfish, Croaker",06/11/2021,33282
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Pier 60,Clearwater,Fish Kill,Pinellas,,61121,Species Unidentified,06/11/2021,33283
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - 3 Miles Off Clearwater Pass,Clearwater,Fish Kill,Pinellas,,61121,Species Unidentified,06/11/2021,33285
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,MacDill AFB Marina,Tampa,Fish Kill,Hillsborough,,61121,"Catfish, Croaker",06/11/2021,33287
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Sereno Del Sol Beach,Belleair Beach,Fish Kill,Pinellas,,61121,Species Unidentified,06/11/2021,33288
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Indian Shores 195th Avenue Beach Access,Indian Shores,Fish Kill,Pinellas,,61121,Species Unidentified,06/11/2021,33290
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Clearwater Beach,Clearwater Beach,Fish Kill,Pinellas,,61121,Species Unidentified,06/11/2021,33291
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Clearwater - Sand Key,Clearwater,Fish Kill,Pinellas,,61121,"Species Unidentified, Tarpon",06/11/2021,33293
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Opal Sands - Clearwater Beach,Clearwater Beach,Fish Kill,Pinellas,,61121,Species Unidentified,06/11/2021,33294
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Redington Beach,Redington Beach,Fish Kill,Pinellas,,61121,Species Unidentified,06/11/2021,33295
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Indian Shores Beach - Park Blvd Bridge to Tiki Gardens,Indian Shores,Fish Kill,Pinellas,,61121,Species Unidentified,06/11/2021,33296
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Tampa Bay - MacDill AFB - EG Simmons Regional Park,Ruskin,Fish Kill,Hillsborough,,61121,"Baitfish, Eel",06/11/2021,33297
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Clearwater Point - Next to Sand Key Bridge,Clearwater Beach,Fish Kill,Pinellas,,61121,Species Unidentified,06/11/2021,33298
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Apollo Beach North to MacDill,Apollo Beach,Fish Kill,Hillsborough,,61121,"Pinfish, Catfish",06/11/2021,33299
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Indian Rocks Beach Gulf Coast,Indian Rocks Beach,Fish Kill,Pinellas,,61121,"Pinfish, Catfish, Grunt",06/11/2021,33300
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Between Davis Island & Pine Key,Tampa,Fish Kill,Hillsborough,,61221,Grunt,06/12/2021,33301
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Clam Bayou - Boca Ciega Bay,Gulfport,Fish Kill,Pinellas,,61221,Species Unidentified,06/12/2021,33302
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Little Bayou,St Petersburg,Fish Kill,Pinellas,,61221,"Mangrove Snapper, Grunt",06/12/2021,33303
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Clearwater Pass,Clearwater,Fish Kill,Pinellas,,61221,Species Unidentified,06/12/2021,33313
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Belleair Beach - Sereno Del Sol,Belleair Beach,Fish Kill,Pinellas,,61221,Species Unidentified,06/12/2021,33315
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Coquian Key Flats - Tampa Bay,St Petersburg,Fish Kill,Pinellas,,61221,"Baitfish, Pinfish",06/12/2021,33316
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Exact Location Unknown,Clearwater,Fish Kill,Pinellas,,61321,Species Unidentified,06/13/2021,33317
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Indian Shores Beach Chateaux Condos,Indian Shores Beach,Fish Kill,Pinellas,,61321,Species Unidentified,06/13/2021,33319
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Indian Rocks Beach,Indian Rocks Beach,Fish Kill,Pinellas,,61321,Species Unidentified,06/13/2021,33320
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Clearwater Beach - Pier 60,Clearwater Beach,Fish Kill,Pinellas,,61321,Species Unidentified,06/13/2021,33304
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Sand Key Park Beach,Clearwater Beach,Fish Kill,Pinellas,,61321,Species Unidentified,06/13/2021,33305
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Indian Shores Beach,Indian Shores,Fish Kill,Pinellas,,61321,Sheepshead,06/13/2021,33306
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Clearwater Downtown Marina,Clearwater,Fish Kill,Pinellas,,61321,Species Unidentified,06/13/2021,33307
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,Little Bayou - Cobia Drive,St Petersburg,Fish Kill,Pinellas,,61321,"Catfish, Horseshoe Crab",06/13/2021,33308
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Redinton Shores Beach - At Old Long Pier Location,Redington Shores,Fish Kill,Pinellas,,61321,"Species Unidentified, Eel",06/13/2021,33309
Fish and Wildlife Research Institute,Fish Kill Database Search Result Report,7/9/2021,To:,6/1/2021,From:,County Selected:,"Hillsborough,Manatee,Pinellas",Probable Cause:,Red Tide,,Note:,"This report is distributed by the Fish and Wildlife Conservation Commission's and Fish and Wildlife Research Institute. These summaries account for fish and wildlife health-related communications received by the Fish and Wildlife Health Group via the statewide Marine Fish Kill Hotline. While every practical step has been taken to make these summaries accurate and informative, reports are summarized and they do not necessary reflect the observations of scientifically trained individuals. Although FWH follows up with each report initiator, FWH is not able to verify every account through direct observation.",,Report Number,Water Body Name,Specimen Count,County,Call Category,City,,Report Date,Comments,ID,GOM - Indian Shores Beach,Indian Shores,Fish Kill,Pinellas,,61321,Species Unidentified,06/13/2021,33311
